id,candy_id,review,score,name,time
10,5,乳成分を含まないチョコレートは初めてでしたが、 普段食べているものとまったく違和感なく美味しかったです。 シンプルな原材料は雑味なくスッキリした味わいで、 製菓づくりにも刻みやすかったです。,5.0,小夏さん,2020.06.28
11,5,口当たりがよくて食べやすいです。 美味しいのでついつい食べてしまいます。,4.0,アロメちゃんさん,2020.06.05
12,5,口溶けなめらかで、美味しいです。,5.0,えりなさん,2020.05.19
13,5,チョコ入りスコーン作りました。乳アレルギーがある三男が、お兄ちゃんたちと同じ憧れのチョコスコーンを食べれて大喜びです。 このお値段で買えるなんて本当にありがたいです。,5.0,ちーさん,2020.05.10
14,5,小3の息子が乳アレルギーが あり、チョコが食べれませんでしたので これは普通のチョコと変わらない味で お気に入りのおやつです 見つけた時は、とても嬉しかったです！,5.0,はちさん,2020.04.01
15,5,小麦、卵、乳、落花生アレルギーの息子がいます。バレンタイン用に購入。甘くて美味しかったです。,5.0,かくしかんさん,2020.02.14
16,5,乳成分を含まれていないけど、普通のチョコと変わらない味で美味しいと思います。私はバレンタイン用に購入したので、これで手作りチョコを作ります。,5.0,kumiさん,2020.01.20
17,5,マルチアレルギーのある息子がいます。今まではネットで注文していたのですが苦味があって普通のチョコとは少し違ったのですがこれは普通のチョコとなんにもかわりなく息子にチョコレートはこんな味と教えてあげれて嬉しかったです。箱買いしてしまいました。これからもっとデザートのはばも広がりとっても楽しみです。こんな商品を作ってくれてありがとうございました。,5.0,アレママさん,2020.01.20
18,5,乳製品アレルギーの息子が今までに食べたチョコレートはとても苦いブラックチョコだけでした。だけどこのチョコはとても美味しいと一気に一枚食べてまうほど気に入ってました、私も一口食べましたが普通のチョコとなんら変わりなくとても美味しかったです。このような商品を作ってくださって本当に感謝します。,5.0,ひろさん,2019.12.23
19,5,僕は卵・乳アレルギーの中学1年生です。唯一嫌いな食べ物が卵、乳を使っていないチョコでした。そして今回、いつもお世話になっているやさしごはんさんのチョコなので買ってみたら、最初は少し苦かったですが、途中から慣れてきて美味しく感じて今では甘くていっぱい食べています。僕の嫌いな食べ物を無くしてくれて嬉しいです。おススメです。,5.0,ニクさん,2019.12.10
20,5,乳アレルギーの娘が食べられるチョコレートを見つけて大喜びでした。 味も普通のチョコと変わらずとても美味しくて値段もお手頃で。 これからクリスマスや誕生日があるのでこれを使ってチョコレートケーキやお菓子を作ろうと思います。,5.0,ママさん,2019.11.29
21,5,乳アレの息子がいるので購入しました。 他の乳入りのチョコレートと全く変わらないお味でした。 マフィンの中に入れましたがおいしかったです。,5.0,アレっ子ママさん,2019.11.05
22,5,私は高校2年になってから大豆アレルギーを発症し、大好きだったチョコレートも大豆由来の乳化剤のために食べられなくなっていました。そんな時にたまたまみつけたこのチョコのおかげで久しぶりにチョコレートを食べることが出来ました！ 開発者の方、本当にありがとうございました。,5.0,ともかさん,2019.10.28
23,5,乳成分が入ってないという事で買ってみました。 普通のチョコレートと全く同じでびっくりです！おいしい(^o^) また買いたいと思います！,5.0,えむぅさん,2019.10.14
24,6,グミの食感とチョコの組み合わせがとても美味しくて大好きです。よく行く店舗では今年に入ってから見かけないので、取り扱いを止めてしまったのかもしれません。もう一度取り扱いして欲しいです。,5.0,いよいよさん,2020.04.11
25,6,大好きないちごグミとチョコのコラボ。とてもおいしくて、量もちょうどよく継続購入したいのですが、イオン系でもおいてある店が少なく探すのに苦労してます…ぜひ定番商品になってほしいです。,5.0,かよちさん,2020.03.11
26,6,グミの硬さ、チョコ丁度良いです。まとめ買いしちゃいました。美味しいと思います,5.0,おばさん34さん,2019.11.20
27,6,大きめボールチョコの中にイチゴグミが入っていて食べごたえがあり美味しい。似たような商品が好きな甥っ子も好きな味だと思うので、近くにイオンがないのでいった際にはまとめて購入したいです。,5.0,ゆみさん,2019.11.11
28,7,安さにつられて買ったが、あまりのまずさにびっくりした。こんなにまずいのはひさしぶり。まずチョコレートの味がひどい。甘いだけの油分でココアの香りがかすかに？みたいな感じ。アーモンドは古い味がした。お金を返して欲しい。,1.0,mogさん,2020.03.11
29,7,チョコの味がしないまがい物。担当者は味見したのか疑うレベル,1.0,ぱんださん,2019.12.03
30,7,最近食べたアーモンドチョコレートの中でも一番まずいです。 2度と買うことは無いと思います。チョコレートが安っぽい甘さの味です。,1.0,ジローさん,2019.11.16
31,7,チョコレートが美味しくない。正直買って失敗しました。,1.0,けんじさん,2019.01.10
32,7,おいしくない 外国土産でもらった日本のお菓子もどきみたい,1.0,チョコさん,2018.10.13
33,7,アーモンドのカリッとした食感とまろやかなチョコレートのコラボ。程よいサイズ感の粒に美味しくかんじられました。,4.0,うみさん,2018.04.09
34,7,あまりにもチョコがまずくて驚きました。 トップバリュは好きなのですが、これはひどすぎる。 こういったコメントは書いたことがありませんでしたが、 腹が立つくらいまずかったのでつい投稿しました。 これは本当にチョコレートでしょうか？,1.0,はじめさん,2018.03.09
35,7,前に買って意外と美味しくて他のアーモンドチョコと同様に中のフィルムぺろっと剥がすタイプに感動しましたが、今回久々に買って中包装されていたので少しガッカリしました。でも他のレビュー見てると紙の匂いが移ったと書いてあるのでそのためですね。味は普通に美味しくて他のアーモンドチョコより30円やすく買えるので私はリピするかなって感じです。,4.0,sakuさん,2018.03.09
36,7,値段も安くて量もちょうどいい！,4.0,もさん,2018.02.20
37,7,アーモンドも美味しい,3.0,とっしーさん,2018.02.16
38,7,安いけど甘すぎる。 新しいビターのに期待,2.0,じゃがさん,2018.01.29
39,7,お値段で飛びついてしまいました。 率直にいうと私の方には合いませんでした。 箱の中の紙の匂いなのか?口に入れた瞬間、今まで感じたことのない風味がしました。 ただ甘いだけでチョコ本来の風味が無いと私は思いました。,1.0,チョコダイスキさん,2017.09.26
40,7,不味い。その一言です。食べたあとムカムカしました。,1.0,hazukiさん,2017.09.04
41,7,アーモンドチョコレート好きなので買ってみました! アーモンドの香ばしさとミルクチョコレートの相性はやはりすごくいいですね! もう少し量が入ってたらうれしいです,5.0,mokkさん,2017.07.28
42,7,チョット内容量が少ない気もしましたが、 値段が安いし、充分においしいです アーモンドのカリカリ感がいいですよ,4.0,madotitiさん,2017.07.20
43,7,まずい・・・損した気分。 チョコに紙のにおいが移っていて、チョコをたべているのか紙を食べているのか・・・,1.0,1さん,2017.07.20
44,7,内容量が箱に対して3分の2程度のスカスカでガッカリ。 味もリピートしないと思います。,2.0,まるさん,2017.06.07
45,7,箱は他社アーモンドチョコ商品と同程度の大きさだが、開けた時に中身のチョコが容器の3分の2程度のスカスカ容量でガッカリした。 甘いがチョコの味が薄く、リピートはしないと思う…。,2.0,まるさん,2017.06.05
46,7,アーモンドの香ばしさと苦味がすごく感じられて、とても美味しかったです。いつも食べているチョコとは何かが違う気がするのですが、好き嫌いが分かれる味かもしれません。私は好きです。,4.0,プニさん,2017.05.28
47,7,メーカー品よりいいかもと思い、買いましたが、味は今一つ。メーカー品の方がいい。,3.0,このし～さん,2017.05.05
48,7,イオンの食品レジに並んでいる時に、レジ横で陳列されており 「あ!トップバリュのアーモンドチョコ安い!美味しそう!」 と何も見ずにカゴにポイッと入れてしまいました。 ……うーん、微妙です。 アーモンドはそんなに気にならなかったのですが、チョコがあまり美味しくないかも。不味くもないけど、多分もう買わないかな。,2.0,パピコさん,2017.03.21
49,7,ただ一言、不味い。 お菓子は日本製が良いです。,1.0,ぷーさんさん,2017.03.06
50,7,薄味のチョコ、少し苦味あるアーモンド。 私には向きませんでした。,1.0,ちょこさん,2017.02.14
51,7,チョコの味が薄く、アーモンドが微妙に香ばしい。 5つ残して、自分のお腹にはムリが来ました。,1.0,さん,2017.02.12
52,7,アーモンドが美味しくない,1.0,チョコさん,2017.02.04
53,7,香ばしさもチョコのコクも良し。ひとつまみの、おやつにピッタリ‼︎リピ買いしています。,5.0,みもざさん,2017.01.28
54,7,安いしおいしいし言うこと!イオンで買いましたが近所のミニストップに置いてほしいです。,5.0,いなさん,2016.12.30
55,7,この商品は最高です。この手の商品は甘い、だけの商品しかなかったのですが、苦みがおいしい。最高。リピート購入確実です。,5.0,たけしさん,2016.12.20
56,7,おいしい,5.0,けんけんさん,2016.12.07
57,7,アーモンドとチョコのコラボは間違いないと思います。パクパクいけるからあっと言う間に食べました^^;これからのシーズンに更に良いですね。,5.0,ユリモリさん,2016.12.06
58,8,素敵な商品に出会えました。 初めて購入させていただいたのですが、一口食べてみてなんとも言えないほどよい苦味が口の中に広がりました。これ以上甘くなると、まだまだ食べたくなってしまい、すぐに無くなってしまうと思うのですが、このチョコレートは、多くて３つ食べれば私の中で満足感が出てくるので、食べ過ぎ防止にもなるし、美味しいしで次もまた必ずリピートしたい商品です。身体にも良さそうなのでなお良いです。 無くなる前にまた買います。,5.0,かかおさん,2020.06.30
59,8,高カカオでとても安価で継続しやすい。,5.0,アサヒさん,2020.06.20
60,8,ほかのメーカーのカカオ80%台のチョコよりも苦味が少なく、甘みがあって食べやすいです。でも糖質は他より高めなので★１つ減らしました。,4.0,ムチャチャさん,2020.06.04
61,8,今まではカカオ７０％を食べていましたが最近はこちらばかりです。 苦みも程よく、コーヒーのお供にもお酒のお供にも合います。,5.0,suke_poさん,2020.05.23
62,8,チョコの数もたくさん入っており冷蔵庫に保存もできる為食べたい時にパって食べれてとても便利でとても味も美味しいです！！ いつも買わしてもらってます！！,5.0,ゆーまさん,2020.05.22
63,8,なんと植物油脂がはいってません。 クオリティーの証です。しかも25％ほど量が多く、輸入モノは板 チョコが多いですが、こちらは手軽で食べやすい。国産だからと いうのもプラスになります。こちらに乗り換えます。 間食はダークチョコとクルミを主に食べていますが、先日血液検査 で、どこも数値に異常なし、なんていままでで考えられないことに なりました。100グラム毎日。この商品ですと、毎日4粒ですかね。,5.0,赤道直下さん,2020.04.24
64,8,健康のために食べていたはずが、血糖値の方が上昇してしまった父親に食べさせてます。,5.0,おねこにすとさん,2020.02.15
65,8,健康のため高カカオチョコレートを食べ始めましたが初めは70%から挑戦して最近は85%を食べています。今では標準のチョコレートでは物足りなく思ってます。 毎日のことなので容量も多くお得なので嬉しいです。,5.0,まみぃさん,2020.01.21
66,8,低糖質の健康習慣を実施しているものです。 こちらの商品は高カカオポリフェノールでお手頃価格なので、いいなと思いました。 実際食べてみて、なんか甘いな？と思ったら、他社製品と比べて糖質が高めのようです。 高カカオポリフェノールでも糖質が高いと意味がないですね… これで糖質が下がれば最高です。,2.0,みよしさん,2020.01.16
67,8,コーヒーに合うチョコレートを探していて、いろいろ食べてきた中で、このチョコレートを気に入ってよく買うようになりました。特にブラックコーヒーに合い美味しいです。,5.0,kumiさん,2019.12.02
68,8,どうせ間食をとるなら、健康のためにカカオポリフェノール含有のチョコレートを食べています。こちらの商品はコスパも良く、味もよく、カカオのほろ苦さがクセになります。苦いチョコは苦手な方でしたが、これなら毎日食べ過ぎず、いただけると思います。コーヒーとも合うので、朝会社で食べてます。,5.0,シッポさん,2019.09.09
69,8,チョコレートの味がバランス良い。,5.0,田中光也さん,2019.08.05
70,8,高カカオで、量もたっぷり入っているのがうれしいです。職場に置いています。,4.0,おーさん,2019.07.20
71,8,高カカオチョコレートで甘くなく、くちどけも滑らかです。単体で食べてものどにひっかららず、1個あたり5ｇというところも魅力的です。,5.0,れっしーさん,2019.06.27
72,8,純粋にチョコレートの味を楽しめます。 ブラックのコーヒーにも合います。,5.0,アブシンベル寿雄さん,2019.06.19
73,8,85パーセントが新しく出たってことで家から一番近いマックスバリュー行ったらありました。 85パーセントでも甘みも感じられるしたまには80パーセント以のチョコも食べたくなるのでお手頃価格での発売嬉しいしです(^^),5.0,バナナ。さん,2019.06.08
74,9,たくさん入っていておいしく、安いのでいつも買っています。一口サイズで袋に入っているのでみんなで分けることができておすすめです。,4.0,おまめさん,2020.06.30
75,9,こういうタイプのチョコレートが食べたいと思った時に、ちょうどいい大きさと、量と、おいしさがあるチョコレートだと思います。カカオが多いタイプではないですが、ちょっとたべてエネルギー補給になる甘~いチョコレートが欲しいときに最適だと思います。,4.0,MMMさん,2020.06.17
76,9,よくある安くて美味しくないチョコと違いとろけて美味しい！！また書いたくなる味です,5.0,あっこっこさん,2020.06.13
77,9,一口サイズで食べやすく個包装になっているので袋から取り出す時もべたつかないから気に入っています。味も美味しいです。ついつい食べ過ぎてしまいます。,5.0,kumiさん,2020.05.14
78,9,この容量で、この値段なら大満足です。個包装になっているところもＧＯＯＤです。家族全員で食べています。飽きの来ない味で、みんな大好きです。,4.0,ＷＷＧさん,2020.02.28
79,9,かなり甘い。でもこれが、疲れている時、のどにじんわりしみて、 疲れが取れる気分です。準チョコレートでなく、チョコレートだと嬉しいです。,4.0,ちょっこし仲良しさん,2019.10.27
80,10,ピーナッツが入っていて値段の割にたくさん入っているのでコスパがいいです。味も甘めのチョコで気に入っています。,4.0,おまめさん,2020.06.30
81,10,沢山入っていてお安くて嬉しいです。 キャンディー包みになっているチョコって懐かしい感じがして好きです。,4.0,なつさん,2020.06.09
82,10,デスクワークの時につまんでいます。手が汚れず、ナッツの歯ごたえもしっかり感じることができるので、脳の疲れをとるのによいです。 チョコレートのくちどけも良いので、月に2袋は欠かせません。,5.0,もも太さん,2020.01.31
83,10,味にうるさい息子が、美味しいから買ってきてと言います。なので、我が家には常備してあり、家族みんなで食べてます。ピーナッツとチョコのバランスが良いです。,5.0,猫のくぅさん,2020.01.25
84,10,中身のピーナッツチョコレートの味のみならず パッケージのデザインも好きというこちらの製品を丸ごと愛している者です。 他のピーナッツチョコレートではなぜか満足できず ピーナッツチョコレートが欲しければトップバリュー取扱店へ ＧＯ！しています(*^-^*)。,5.0,大ファンさん,2020.01.04
85,10,口どけなめらかで ピーナッツ感もしっかりあって大満足のピーナッツチョコレートです。 とても気に入っています。,5.0,まろやかさん,2019.11.24
86,10,チョコレートの中にピーナッツの組み合わせがとてもおいしいです。噛んでも美味しい、なめていても美味しい。止まらない美味しさです。,5.0,ちびまるおさん,2019.07.15
87,11,正直、くちどけはあまりなめらかではないです。 カカオマス？なのかなんなのか、口の中で溶かしていくうちに硬い粒がでてきます。 でも味はちゃんとビターチョコなので、値段を考えれば十分満足できます。 シュガーレスでアセスルファムKが入っていないのも良い点です。 是非ホワイトチョコバージョンも作ってほしいです。,4.0,にゃまさん,2020.07.20
88,11,砂糖不使用でこの味なら充分以上です。,5.0,HAL1000さん,2020.05.25
89,11,ビターのチョコが好きなので、砂糖不使用はとても良いです！,5.0,ズイオトさん,2020.05.20
90,11,パッケージがマイナスです。鉄さびのような血痕のような。チャック付きで便利、美味しいのに残念です。,3.0,かかおさん,2020.03.16
91,11,砂糖不使用のCACAO70％のチョコレートは 高カカオで栄養価もあり、体に優しくとても素晴らしい商品です。 大変気に入っております。 あったら良いなと思っていた理想的なチョコレートです。,5.0,Hana❀さん,2019.07.17
92,11,甘すぎなくていい！砂糖ゼロで余分なものがあまり入っていないので嬉しい！,5.0,ゆかさん,2019.05.11
93,11,最近このチョコレート無いんですよねー 三件まわりました。 復帰お願いしますーーーーーーーーーー,5.0,おじさんさん,2019.05.06
94,11,これ好きです！,5.0,いちごトマトさん,2019.04.16
95,11,持ち運びにべんりです。いつもバックに入れて、 小腹がすいたら、たべています。 甘すぎないので、食べやすいです。,5.0,ひよこさん,2019.04.11
96,11,チョコのコクがあってあっさりしています。,5.0,ｐｏｏｈさん,2019.03.14
97,12,このビターチョコは、自分の中ではどのチョコよりも一番おいしいと思ってます。口どけも、甘さも、後味も、丁度いいです。それで、このお値段。とっても気に入っています。,5.0,豆インコさん,2020.07.15
98,12,苦すぎず甘すぎず ちょうどいい味で 安いので大好きです,5.0,ヤッポーさん,2020.06.26
99,12,この価格で甘すぎずおいしい。 コーヒーのおともにリピ買いしてます。,4.0,pigさん,2020.06.13
100,12,甘すぎなくて、美味しい！,4.0,みきさん,2020.06.12
101,12,チョコレートケーキを作るときに使っています。 安価なので安心してたくさん使えるので助かります。 味も満足しています。,4.0,4iさん,2020.06.08
102,12,ブラックなのに甘すぎず、苦すぎず美味しい！！ ちょっとずつ割れ目で割りつつ食べています。,4.0,ゆうさん,2020.06.02
103,12,食べやすい甘さで気に入りました。,5.0,Maaさん,2020.05.24
104,12,３月末に食べた赤い袋のチョコレートも美味かったが、もっと美味いのがこのブラックチョコレート。カカオのしっかりとした風味と程良い甘みが私の心をウキウキさせてくれた。食感も良い。しかも値段も安く、手軽に手に入れられる。こちらもすごく気に入った。,5.0,車バイク好きケン君さん,2020.04.09
105,12,ちょうど良い甘さです。 甘すぎないです！,5.0,まるさん,2020.02.24
106,12,このお値段で、このお味はすごいと思いました。 甘すぎず、とても美味しかったです。,4.0,ちくままさん,2020.02.18
107,12,ビターな味わいがとても美味しいです。 価格も手頃で、リピート購入しています。,5.0,usamaruさん,2020.02.17
108,12,チョコが大好き。リーズナブルでおいしく、そのまま食べても、お菓子作りにも良いです。,5.0,猫のくぅさん,2020.01.25
109,12,他メーカーのものより甘さが控えめで食べやすいです。,4.0,アルチャンさん,2020.01.19
110,12,この価格での提供は凄い❗,5.0,mさん,2020.01.13
111,12,苦すぎず甘さ控えめでちょうど良いです。値段もgood。,5.0,だるまさんさん,2019.09.28
112,12,美味しいです。コスパもよく、チョコ食べたい時はいつも買います。,4.0,りりさん,2019.08.07
113,12,私は甘党なので いつもは、赤いパッケージのミルクチョコレート派なのですが ちょっとカカオ感を味わいたい時もあり ブラックの方も時々お世話になっています。 甘党の私には 十分な苦さのチョコレートです。 私はTopvaluのミルクもブラックも、 味や価格のみならず チョコレートの厚みや、ブロックの大きさまでもが全て好きです。,5.0,メルティーさん,2019.04.29
114,12,ブラックチョコなので、甘さ控えめかと思いきや、めっちゃ甘いです。,4.0,マッチ棒さん,2018.11.11
115,12,値段のわりにブラックが効いててとにかく コスパが良い❗ 自宅用で 大量に買い置きです カレーを炊く時にも コーヒーにも入れて使っています。,4.0,ママさんさん,2018.11.08
116,13,甘くて美味しくて安いので いつも買ってます,5.0,ヤッポーさん,2020.07.27
117,13,頻繁に購入しているぐらい好きです。 量も多いし、とにかく値段が安い！ そして、味が美味しいです。 味わいも口溶けもまろやかで、カカオの風味もしっかり。 かなりコスパが良いと思います。,5.0,いっこさん,2020.07.09
118,13,いつも購入しています。 そのまま食べても甘くて美味しいです。 パイシートに包んでチョコパイを作ったりしています。,5.0,satopoohさん,2020.06.12
119,13,何度も購入し続けています。他のメーカーのミルクチョコレートは私には甘すぎるのですが、こちらは口どけも良く甘すぎないところがとても気に入っています。 そしてなんといってもこのおいしさでこのお値段には驚きです！ ずっと作っていただきたい大好きな商品です。,5.0,おだまきさん,2020.05.28
120,13,安いっと思って買って食べました チョコ好きの私にとっては そのまま食べると 味に物足りなさを感じました が 食パンと一緒にトーストすると 凄く美味しくなりました 今や 私のお昼ご飯ナンバーワンです,4.0,えだまめさん,2020.05.19
121,13,このＴＶＢＰチョコレート　しっとりとした甘さとなめらかな口どけ、食べたの本日で２回目。本当に甘さもしっとりとしてて、口どけもなめらかだね。全然飽きが来ないね。しかも６８円と言う安さ。パッケージのデザインの素晴らしさ。それが私達を喜ばせてくれている。合格だ。（微笑み）,5.0,車バイク好きケン君さん,2020.05.13
122,13,必ず家にストックしてあるチョコレートです。 安いのに美味しさは他のメーカーに負けず劣らず最高です。 機会あれば友達にも勧めています。 ・・・困ったことに、安いと思うとつい我慢もせずに１枚ペロリと食べてしまうことです。,5.0,きゃさりんさん,2020.05.07
123,13,他社チョコレートは食べた事あるが、ＴＶＢＰチョコレート　しっとりとした甘さとなめらかな口どけはまだ食べた事とか無く、初めて買って食べた時の口どけ感や味は気持ち良い。こちらも笑顔でしっかりと拍手したくなる食べ物だ。,5.0,車バイク好きケン君さん,2020.03.26
124,13,安いのに美味しい！ブラックチョコレートも苦すぎなくて好きです。 ずっと定番商品として置いてほしいです。 パッケージがいつのまにか変わってましたが、前の方がかわいかったな。,4.0,まこさん,2020.02.03
125,13,値段に対して、味も良く量もよくお得な気持ちになります。,5.0,いちごさん,2020.02.01
126,13,初めて食べたらあまりにも美味しくてビックリ‼︎なぜ今まで食べなかったのかしら？あと味もさっぱりで1枚ペロリで足りないくらいです。,5.0,レモングラスさん,2020.01.03
127,13,買い物の度に定番で買ってます。買わなきゃ損ですって感じ。スイーツ作りに使ったり、そのまま食べたり美味しいです。ありがとう,5.0,りんさん,2019.12.26
128,13,家族がいつもぺろっと1枚食べてしまうので、この価格が助かります。 チョコレートとしては、もう少し風味があったらいいなと思います。,4.0,タミ子さん,2019.12.16
129,13,某有名な板チョコたちより美味しいと感じてしまった。ミルク感が強くて風味がいい！大好き。,5.0,てらまさん,2019.11.15
130,13,とにかく安い。それでいておいしい！非のうちどころがないでしょう。お菓子作りに使っても、そのまま食べてもOK。,5.0,だるまさんさん,2019.09.28
131,13,はじめて買った時は美味しいかな？と思いながらポチリました。 それが正解。 美味しいかった、口どけも良くてリピしました。 ひとかけらずつにして保存容器に入れています,5.0,でこさん,2019.07.23
132,13,チョコレートが食べたくて、 板チョコのコーナーを見ていたら、イオンブランドチョコを見つけ値段の安さに惹かれたものの、半信半疑で一口。口の中一杯にチョコの香りとカカオの風味が広がり、なめらかにとろけていく感覚に手を止めることを忘れ、幸せな時間が過ぎて行きました。 とても美味しかったです。 また、買いたいです。,5.0,まーさん,2019.07.13
133,13,エネルギー補給用に買って、小さいジップロックコンテナに割って入れて家事の合間にひとかけづつ食べてます、家庭内消費ならこれで充分、味とボリュームで決定版です,5.0,kurumiさん,2019.07.01
134,13,お菓子作りのために買いましたが、子供が何かおやつない？待てない～と言ったので、食べさせました。私もひとかけら食べたら、口どけがよく、美味しくてびっくりしました。また購入したいです。,5.0,ゆっき～さん,2019.05.03
135,13,めちゃくちゃ美味しくて、その上安くて、本気でオススメの商品です！もう何枚食べたか分かりません。このコスパでこの味を知ると他の物は高く感じて買えなくなりました！,5.0,RIOさん,2019.05.01
136,13,とても安いのに、有名な銘柄のチョコレートに劣らない、むしろ美味しくて感動しました。もう何回もリピート購入しています。,5.0,ナオブラさん,2019.04.01
137,13,初めて、近くのトップバリュでチョコレートを購入しました。 オランジェットを作るため板チョコを探していたところ、トップバリュのチョコレートに出合いました。値段もお手頃だったので12コ入りの箱買いしました。 他の板チョコより安かったので、味はどうかなと思っていたのですが、なめらかでとても美味しかったです。お陰さまで、美味しい手作りオランジェットができました。,5.0,ふーみんさん,2019.03.28
138,13,このチョコ分厚くて本当に美味しい！！！！！ホワイトチョコバージョンも出してください！！！お願いします！！！！！,5.0,らぶりさん,2019.03.25
139,13,甘党なもので 板チョコはヨーロッパ産の物が最高と思っていたのですが こちらの板チョコに出逢って、これからはこれがイイと思いました。 これからも買い続けたいので、生産の継続を宜しくお願いします(*^-^*)。,5.0,みるみるさん,2019.03.22
140,13,思っていた以上に美味しかったので、よく買って食べています。オススメです。,5.0,kumiさん,2019.03.19
141,13,シンプルな味わいで安心できる味。 価格も安くて文句なし。,5.0,するめさん,2019.02.28
142,13,「美味しい板チョコが食べたい！」なと言う時にお薦めです(^-^)/濃厚な中にミルク感たっぷりで、ペロリと食べてしまいます。,5.0,アリエルさん,2019.02.25
143,13,他の板チョコより安くて量も多いので購入したものの、味がとっても美味しかった！！！めっちゃリピしてます♡,5.0,ゆんさん,2019.02.21
144,13,ミルクチョコレートの味わいが堪能でき、価格もリーズナブルで買い求めやすい一品です。,5.0,ロマンチストさん,2019.02.11
145,13,美味しい、しかも、安い。年末に10枚買って、なくなったので、今日2/10に買いに行ったら、、、、売ってなかった。どうしたんだろう。,5.0,黒部太陽さん,2019.02.10
146,13,気づいたら買い物かごへ入れちゃってます。 単純に味が好みです。お値段は安いのに美味しいです。,5.0,こここちさん,2019.01.29
147,13,初めて買って 数日後すぐにもう一枚買いに走りました。 お得だからではなく 単純に美味しいからです。 甘くて冬場でも口どけも良くて 厚みもあるから食べごたえがあり 国産の板チョコはこれがイイです、私は！！,5.0,メルティーさん,2019.01.17
148,13,大きめの板チョコレートを一枚 ”しっかりと”食べたいときにイイですね。 満足感あって好きです。,5.0,ボードさん,2019.01.13
149,13,安くて美味しい‼️お菓子作りにも重宝します。はまってしまい 毎日食べてしまいます,5.0,milkさん,2018.12.26
150,13,他社製品と比較しても安いし 安いのに1番美味しい 好みです,5.0,にゃーさん,2018.12.21
151,13,ミルク味の中にもビター感があり、美味しいです。 チョコケーキ作りにも使いましたが、溶けも良く気に入りました。,5.0,やこさん,2018.11.04
152,15,甘さひかえめで、後味が良く、苦味もないので、マイルドでとても食べやすいです。,4.0,まりんさん,2018.11.27
153,16,他のチョコレートよりも原材料が安心出来るものなのと、何より美味しいので毎日食べていました。が、最近添加物の乳化剤の内容が変更になったようで、味とくちどけが変わってしまいあまり好みではなくなってしまいとても残念です。 価格が上がっても良いので乳化剤なしのチョコレートが販売されるととても嬉しいです！,3.0,松本商店さん,2020.05.14
154,16,市販のお菓子やチョコレートは添加物がたくさん入っているので、せっかくカカオが体に良いといっても、添加物や農薬だらけじゃ意味がないなと思い、現在も買えるものを色々探しながら街を歩いています(笑)。この商品は、オーガニックということでたまに買っていますが、乳化剤（大豆由来）←たぶんレシチン？これが気になるところです。だって、遺伝子組み換えの可能性が高いので。もし違うのでしたら、ちゃんと表記していただきたいです。,4.0,サニー前田さん,2019.12.15
155,16,香料が入っていないので、カカオの自然な味が味わえる。他社の香料入りのものは香りが強すぎて不自然に感じる。 高カカオだが食べやすくおいしい。,4.0,のぶこさん,2019.11.14
